class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
p,6.56,f,,g,f,d,c,w,5.61,10.11,b,,n,,,f,f,,d,w
p,11.78,x,t,n,t,d,c,n,6.82,18.08,,,n,,,f,f,,d,u
e,15.0,s,e,g,f,a,c,w,8.72,22.46,s,,w,,,f,f,,l,w
p,5.61,p,s,g,f,,,k,10.79,12.16,,s,w,,,t,z,,d,a
e,7.9,x,,g,t,p,,g,11.39,24.82,,y,w,,,f,f,,d,a
p,0.99,b,t,y,f,,c,k,3.56,2.38,,,n,,,t,f,,m,a
p,8.44,b,t,w,f,e,c,w,13.63,13.01,,y,w,u,w,t,l,,d,u
p,7.32,x,d,e,t,d,c,n,6.93,8.29,,,e,,,f,f,,d,a
e,2.78,s,d,n,t,d,c,p,4.12,5.34,,,n,,,f,f,,d,a
e,7.64,p,,n,f,a,,w,8.06,13.93,,,g,,,f,f,,g,u
e,8.6,x,s,n,f,e,c,w,8.49,10.73,,i,w,,,f,f,p,d,w
e,50.83,o,y,y,f,p,,y,5.31,30.57,,k,k,,,f,f,,d,s
p,7.04,x,h,r,f,,c,w,10.62,13.9,,,w,u,w,t,g,,d,u
p,8.35,x,t,n,f,s,,g,5.39,7.31,,y,n,,,f,f,,d,w
e,8.3,x,d,o,f,d,d,o,5.51,12.03,,,w,,,f,f,,g,w
e,8.32,x,t,n,f,p,d,y,5.95,11.94,,s,n,,,f,f,,g,u
e,6.66,f,d,b,f,d,d,o,6.15,12.39,,,w,,,f,f,,g,a
p,3.05,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,w
p,6.26,x,s,n,f,s,,g,5.3,7.76,,y,n,,,f,f,,d,w
e,4.41,x,t,o,f,p,,n,5.58,12.23,,,e,,,f,f,,d,a
p,4.53,x,s,y,f,,c,r,9.05,8.83,,,y,u,w,t,z,k,d,s
p,15.86,s,k,n,f,d,c,y,5.73,34.78,,k,k,,,f,f,,d,u
p,0.76,f,,o,f,d,,o,5.14,1.16,,,o,,,f,f,w,g,u
p,2.17,f,t,y,f,,,n,8.54,3.16,,,y,,,f,f,,g,a
e,7.12,f,s,w,f,s,c,w,7.1,34.25,,,w,,,f,f,,m,u
e,6.92,f,,u,f,s,c,b,6.51,18.55,,,u,,,f,f,,d,w
e,8.71,x,y,n,f,,,w,7.47,25.41,b,,n,,w,t,e,,d,w
e,8.14,x,,g,t,p,,g,13.5,26.05,,y,w,,,f,f,,d,u
p,7.49,s,t,r,t,d,,w,4.37,11.67,,t,g,,,f,f,,d,a
p,4.16,x,s,o,f,a,c,y,6.47,8.14,,g,o,,,f,f,,g,a
e,5.5,x,,y,f,a,c,w,4.39,10.95,,,g,,,f,f,,d,w
p,1.64,x,,n,f,,,k,5.26,2.51,,s,n,,,f,f,k,g,u
e,14.15,x,e,n,t,e,,w,9.27,16.44,,,w,,,t,,,g,u
e,9.69,x,s,y,f,d,d,w,10.73,15.27,,i,n,,,t,,w,d,u
p,10.23,f,y,e,f,s,c,y,7.01,18.98,,y,e,,,f,f,,d,a
p,6.57,s,t,n,f,x,c,y,5.89,16.1,,,y,,,f,f,,d,a
p,9.99,f,,n,f,x,c,w,10.09,10.34,r,i,w,,,f,f,,d,u
e,21.72,p,t,n,f,p,,y,12.84,68.25,,,n,,,f,f,,d,a
e,6.5,b,h,g,f,s,d,w,5.52,10.18,,s,g,,,f,f,,d,a
e,10.3,x,s,y,f,a,d,w,7.37,14.82,,i,n,,,t,,w,d,w
p,4.94,b,s,o,f,e,,y,8.19,7.88,,,y,,,f,f,,g,a
p,6.32,f,d,n,f,a,c,y,5.34,6.82,,i,y,,,t,,,d,a
e,6.98,s,,n,f,,,w,4.4,19.76,,,n,,,f,f,,d,a
e,1.51,c,g,n,f,a,,w,5.12,1.41,,,g,,,f,f,,d,a
e,6.54,x,,n,f,x,c,w,5.95,14.41,,s,w,,,f,f,,d,u
e,1.35,x,g,y,f,d,,w,6.09,1.92,,t,y,,,f,f,,h,a
e,3.73,f,s,w,f,d,d,w,3.1,4.68,,,w,,,f,f,,m,a
p,9.09,x,i,n,f,a,,n,9.5,15.06,s,,n,,n,f,f,,d,a
p,4.46,f,l,y,f,x,d,y,5.94,4.87,,,n,,,f,f,,l,a
e,10.9,p,s,w,f,e,c,k,23.76,12.62,,s,w,,,t,e,,u,u
e,7.11,x,s,n,f,a,d,w,7.46,13.37,,i,n,,,t,,w,d,u
e,3.83,x,s,e,f,a,c,o,4.16,6.48,,,e,,,f,f,,m,a
e,3.36,x,s,w,f,d,d,w,4.0,6.12,,,w,,,f,f,,g,a
p,2.84,x,d,w,f,a,d,p,3.86,2.59,,h,w,,,f,f,,g,u
e,11.13,s,,g,f,s,c,b,9.17,20.58,,,u,,,f,f,,d,a
p,0.69,x,g,e,f,a,,p,3.25,0.85,,h,k,,,f,f,,d,s
p,4.7,x,h,o,f,a,c,n,4.54,6.01,,y,n,,,t,z,,d,w
p,7.91,b,y,n,f,,,p,14.19,16.94,,,w,,,f,f,,d,a
p,9.22,x,t,n,f,a,d,w,7.94,28.53,,,w,,,f,f,,d,u
p,9.5,f,y,y,f,s,c,y,7.11,17.41,,y,u,,,f,f,,d,a
p,8.84,o,,e,f,f,f,f,3.52,22.9,,g,n,,,f,f,,d,u
e,0.88,b,g,w,f,,,g,2.89,1.49,,,w,,,f,f,,d,a
e,6.68,s,,y,f,a,c,w,5.82,14.22,,,w,,,f,f,,d,w
p,7.9,f,y,u,f,s,c,y,6.49,16.92,,y,y,,,f,f,,d,a
p,0.8,f,,o,f,d,,o,4.58,1.08,,,o,,,f,f,w,g,u
e,4.53,f,s,w,f,e,c,p,4.15,12.27,,,w,,w,t,e,,m,u
p,3.16,b,t,n,f,,,k,9.42,5.45,,,w,,,t,,k,g,w
e,4.68,x,t,n,f,p,,n,6.51,12.11,,,e,,,f,f,,d,u
e,8.3,p,,n,f,a,,w,9.06,15.03,,,w,,,f,f,,g,a
e,2.79,b,y,n,f,,c,n,5.33,2.49,,,w,,,f,f,,d,a
e,9.99,f,e,b,f,,c,b,4.58,20.09,,,w,,,t,f,,d,a
e,10.39,x,t,n,t,p,,y,9.16,22.24,,,n,,,f,f,,d,a
p,1.51,x,g,y,f,d,d,n,2.29,2.66,,s,n,,,f,f,,h,a
p,0.69,x,g,y,f,,,y,3.27,0.68,,,y,,,f,f,,d,a
p,8.27,s,t,r,t,d,,g,4.75,14.11,,t,r,,,f,f,,d,a
p,4.33,s,k,y,f,p,,n,2.8,4.02,,k,n,,,t,f,,d,u
p,8.52,x,h,r,f,,c,w,11.02,15.62,,,w,u,w,t,g,,d,u
e,4.3,x,h,n,f,a,d,w,7.07,6.68,,s,o,,,f,f,,d,w
p,7.92,f,t,y,f,x,c,y,5.08,13.77,,,y,,,f,f,,d,a
p,7.23,x,h,r,f,,c,w,10.87,14.72,,,w,u,w,t,p,,d,u
p,0.83,x,g,o,f,,,y,3.74,0.78,,,w,,,f,f,,d,a
p,1.2,b,t,y,f,,c,k,3.35,2.47,,,n,,,t,f,,g,a
p,7.69,b,t,w,f,e,c,w,12.43,12.96,,y,w,u,w,t,e,,d,u
p,8.16,x,s,n,f,s,,g,5.7,7.77,,y,n,,,f,f,,d,a
e,6.09,x,t,n,f,a,d,n,5.62,5.07,,t,g,,,t,l,,d,w
e,13.99,x,h,n,t,p,,y,9.64,23.04,,,n,,,f,f,,d,u
e,2.9,x,,u,f,,d,w,6.04,4.69,,,w,,,f,f,,d,w
e,3.98,f,s,w,f,d,d,w,3.67,5.72,,,w,,,f,f,,g,w
p,3.07,b,,g,f,a,,k,10.94,2.67,,,n,,w,f,f,k,g,a
p,4.09,b,t,n,f,x,c,p,5.01,3.36,,i,n,,,f,f,,g,a
p,2.45,x,g,n,f,a,,p,8.23,2.56,,,n,,,f,f,,d,a
p,3.33,b,w,y,f,a,,y,5.41,6.2,,t,y,,,f,f,,m,u
p,6.29,p,g,n,f,e,,w,6.37,13.51,,y,w,u,w,t,p,,d,a
e,4.14,f,,w,f,x,c,g,5.9,3.59,,,w,,,f,f,,d,u
p,6.12,f,,y,f,s,d,y,5.99,11.58,,i,y,,,f,f,,d,a
p,7.96,p,y,w,f,,,k,15.22,17.68,,,w,,,f,f,,d,a
p,7.26,s,d,e,t,d,c,w,7.7,10.68,,,e,,,f,f,,d,a
p,3.72,b,y,n,f,e,c,n,5.17,3.57,,k,w,,,t,e,,d,u
e,11.1,f,s,n,f,x,,n,8.15,23.68,,,p,,,f,f,,d,w
p,8.92,x,y,w,t,,,p,8.32,15.87,s,,w,,,t,l,,g,u
e,7.31,x,l,w,f,d,,w,3.37,8.34,,,w,,,f,f,,d,a
p,0.65,f,,o,f,d,,o,3.83,0.92,,,o,,,f,f,w,g,u
p,4.53,c,i,y,f,,c,r,5.9,6.36,,,w,,,f,f,,d,a
p,7.52,x,i,n,f,a,c,n,8.08,8.58,,i,n,,k,t,z,k,g,u
p,6.0,b,s,o,f,e,,y,7.61,7.4,,,o,,,f,f,,m,u
p,7.35,b,y,w,f,,,k,12.78,17.6,,,w,,,f,f,,d,a
e,9.71,p,i,n,t,e,,p,9.39,17.9,,y,w,,,t,p,,l,a
e,9.36,s,,n,f,,,w,5.08,25.21,,,n,,,f,f,,d,a
e,6.21,x,s,b,f,d,d,b,6.11,12.65,,,w,,,f,f,,d,a
p,3.78,x,h,o,f,a,c,n,4.84,5.9,,y,n,,,t,z,,d,a
p,5.58,s,,n,t,d,c,p,6.75,5.62,,,n,,,f,f,,d,u
e,4.22,x,,y,f,x,c,u,6.43,4.18,,,w,,,f,f,,d,u
p,3.2,s,w,u,f,a,c,g,5.0,4.71,,s,u,,,f,f,,l,a
p,3.2,f,,n,f,x,c,p,7.78,4.18,,,p,,,f,f,,l,u
e,12.48,s,s,n,f,x,,n,5.99,21.41,,,n,,,f,f,,d,a
p,7.31,x,i,n,f,a,,n,8.21,12.97,s,,n,,e,f,f,,d,a
p,4.22,b,h,n,f,,,n,11.94,6.44,,,w,,,t,,k,g,w
p,7.08,x,h,e,f,x,d,w,5.98,17.04,b,,w,,,f,f,,d,a
p,1.58,x,,n,f,,,n,5.17,2.63,,s,n,,,f,f,k,g,a
p,4.36,x,,p,f,,c,w,3.31,13.45,,,y,,,f,f,,d,a
e,11.99,x,e,l,f,x,c,w,7.91,24.97,,,w,,,f,f,,d,a
e,2.81,s,,y,f,f,f,f,6.17,6.68,,,y,,,f,f,,d,a
p,2.53,c,,u,f,a,c,w,3.34,3.42,,i,u,,,f,f,,p,a
p,14.41,f,h,o,f,e,,w,17.1,16.96,s,y,w,u,w,t,g,,d,a
p,5.99,s,,o,t,d,,o,3.99,10.64,,,w,,,t,f,,d,a
e,5.01,x,t,n,f,d,,o,6.36,8.82,,t,w,,,f,f,,d,w
e,9.45,f,s,w,t,e,,g,8.77,16.34,s,,w,,,t,l,,m,a
e,10.87,f,,b,f,d,c,w,2.57,17.08,,,w,,,f,f,,d,w
p,9.76,o,,e,f,f,f,f,3.73,25.28,,g,n,,,f,f,,d,u
p,5.72,x,,g,f,d,c,y,5.58,8.79,b,,n,,,f,f,,d,a
p,4.36,f,l,y,f,x,d,y,5.39,4.63,,,n,,,f,f,,l,a
e,8.57,x,h,n,f,p,d,y,6.39,11.22,,s,n,,,f,f,,h,u
p,1.52,b,h,n,f,a,,n,5.13,1.52,,t,n,,,f,f,,d,u
e,51.81,o,y,y,f,p,,y,6.71,30.96,,k,k,,,f,f,,d,u
p,10.28,x,t,n,f,a,d,w,9.67,28.13,,,w,,,f,f,,d,u
p,4.03,b,w,u,f,a,c,u,4.7,5.0,,s,u,,,f,f,,l,a
e,9.03,x,h,n,t,p,,n,7.07,17.69,,,n,,w,t,p,,d,a
e,10.42,x,h,n,t,p,,y,9.6,23.76,,,n,,,f,f,,d,u
p,21.62,x,s,k,f,p,,y,5.73,32.99,,,n,,,f,f,,d,w
p,3.15,b,d,r,f,a,,r,5.47,6.55,,t,r,,,f,f,,g,u
e,14.21,s,,w,t,d,c,y,6.81,26.78,,,w,,,f,f,,d,a
p,0.87,x,g,p,f,a,,n,4.86,1.24,,h,k,,,f,f,,d,u
p,2.45,x,g,n,f,a,,w,6.71,2.25,,,n,,,f,f,,d,a
e,3.69,x,,y,f,x,c,u,5.96,3.31,,,w,,,f,f,,d,u
p,1.21,x,s,y,f,f,f,f,2.8,4.65,,,y,,,f,f,,d,a
p,5.75,b,y,n,f,,,g,10.71,12.44,,s,w,,,t,z,,g,w
p,4.57,s,k,n,f,p,,n,3.06,5.19,,k,n,,,t,f,,d,u
p,4.26,b,s,y,f,,c,r,7.81,7.06,,,y,u,w,t,z,r,d,w
e,4.26,x,,y,f,a,c,o,2.84,8.22,,,w,,,f,f,,d,u
p,17.6,s,d,n,f,d,c,y,6.0,38.68,,k,k,,,f,f,,d,a
e,14.0,x,e,n,f,d,c,w,6.9,21.46,s,,w,,,f,f,,d,a
e,5.79,x,h,n,f,e,,w,11.88,12.33,,s,n,u,w,f,f,,d,a
e,4.68,x,y,n,f,e,c,p,3.76,11.26,,,w,,,t,r,,w,a
p,6.99,s,d,n,t,d,c,y,6.49,9.12,,,e,,,f,f,,d,a
e,1.18,p,g,g,f,,,g,2.72,1.46,,,w,,,f,f,,d,a
e,3.91,x,t,n,f,a,d,w,5.79,4.44,,s,n,,,f,f,,d,a
e,10.98,f,s,r,f,x,,n,6.52,24.89,,,p,,,f,f,,d,a
e,3.13,b,y,n,f,,c,n,6.43,3.12,,,w,,,f,f,,d,s
e,6.2,x,y,w,f,e,c,p,5.22,12.67,,,w,,w,t,e,,m,a
p,3.41,x,t,r,f,s,c,n,5.7,6.22,,y,n,,,t,e,u,d,u
p,3.23,f,s,o,f,a,,y,3.23,5.25,,,y,,,f,f,,m,a
e,7.59,x,s,n,f,e,c,p,6.73,10.06,,i,n,,,f,f,p,d,w
p,8.45,p,,n,f,p,,w,10.31,31.56,c,,n,,,f,f,p,d,a
p,5.83,s,,e,t,d,c,w,6.49,5.88,,,n,,,f,f,,d,a
p,5.85,x,s,r,t,s,d,w,5.68,16.28,r,i,n,,,f,f,,d,a
e,5.96,s,,n,f,d,c,w,5.32,9.05,,s,w,,,f,f,,l,a
e,3.22,p,y,w,f,e,c,k,3.85,10.82,,,w,,w,t,e,,g,a
p,13.21,o,,e,f,f,f,f,4.04,26.79,,g,n,,,f,f,,d,u
p,8.06,x,,g,t,x,,n,10.28,20.05,s,,u,,u,f,f,,d,a
p,4.62,x,t,n,f,a,c,n,5.29,6.88,,y,n,,,t,z,,d,w
p,3.77,b,y,w,f,e,c,n,4.79,3.56,,k,w,,,t,e,,m,u
e,11.42,f,s,n,f,d,d,w,10.08,15.27,,i,n,,,t,,w,d,u
p,3.68,x,i,e,f,,,e,4.46,6.18,,,e,,,f,f,n,d,a
p,6.44,b,t,w,f,e,c,w,11.66,11.97,,y,w,u,w,t,e,,d,u
e,9.26,f,,l,f,d,c,w,2.21,11.66,,,w,,,f,f,,d,a
p,3.62,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,s
p,7.88,f,,r,f,x,c,y,7.03,11.48,,,w,,,f,f,,d,u
e,6.12,x,h,n,f,p,d,y,6.58,12.27,,s,n,,,f,f,,h,u
p,6.4,s,d,n,t,d,c,y,6.41,8.75,,,n,,,f,f,,d,u
p,6.45,f,,r,f,x,c,y,6.51,10.73,,,w,,,f,f,,d,u
e,8.12,x,,e,f,x,c,w,6.54,16.34,,s,w,,,f,f,,d,a
e,4.45,x,y,g,f,s,,g,4.25,8.2,,,w,,,f,f,,d,u
e,9.34,f,s,k,f,a,c,w,4.49,14.37,,,w,,,f,f,,d,a
p,7.06,f,h,r,f,,c,w,10.09,12.56,,,w,u,w,t,g,,d,a
p,14.19,x,e,n,t,p,,e,10.04,32.67,c,,y,,,f,f,,d,a
p,13.45,x,s,y,f,s,,y,7.53,16.38,,i,n,,,f,f,,d,u
e,6.26,s,l,w,f,d,,w,3.42,9.02,,,w,,,f,f,,d,a
p,2.87,f,k,w,f,s,,p,3.61,2.44,,,n,,,f,f,p,g,u
p,3.67,b,y,n,f,,c,g,5.66,4.51,s,s,w,,,f,f,,d,u
e,12.44,x,t,n,f,a,d,k,5.15,15.38,,,w,,,f,f,w,d,w
e,9.91,x,s,n,f,x,,n,6.06,22.77,,,w,,,f,f,,d,w
e,1.45,c,g,n,f,a,,g,4.67,1.5,,,g,,,f,f,,l,u
e,15.03,x,y,n,t,e,,w,10.33,18.77,,,w,,,t,,,g,u
e,6.82,s,l,n,f,f,f,f,8.75,55.21,,,n,,,f,f,g,l,w
e,5.28,s,l,n,f,f,f,f,7.09,47.08,,,n,,,f,f,g,d,a
p,6.05,s,d,y,f,d,c,y,3.92,6.34,,,o,,,f,f,,h,a
e,3.37,x,k,n,f,p,,e,4.61,9.11,,,y,,,f,f,,d,a
p,7.95,b,t,w,f,e,c,w,13.67,13.29,,y,w,u,w,t,e,,d,a
e,9.67,f,,b,f,d,c,w,2.61,17.01,,,w,,,f,f,,d,a
p,3.34,o,,w,f,f,f,f,5.13,29.98,,g,w,,,t,f,,p,a
e,6.98,x,t,n,f,p,d,y,6.07,11.92,,s,n,,,f,f,,g,u
p,4.51,f,l,n,f,x,d,n,6.9,5.17,,,n,,,f,f,,l,u
p,11.95,x,t,n,t,d,c,n,6.6,14.51,,,n,,,f,f,,h,a
p,3.49,x,t,n,f,s,c,n,5.46,6.87,,,w,,n,t,z,,d,u
p,9.47,x,i,y,f,a,,y,9.0,19.55,r,,y,,,t,r,n,d,w
e,8.78,x,,g,f,a,,w,7.3,14.23,,,w,,,f,f,,d,u
p,9.28,s,,o,t,d,,o,6.18,13.98,,,w,,,t,f,,d,u
e,3.08,x,d,p,f,a,c,o,4.18,6.12,,,e,,,f,f,,g,a
e,1.67,x,g,y,f,a,,w,5.37,1.82,,t,y,,,f,f,,g,u
e,6.32,x,h,n,f,x,c,n,6.83,6.9,,s,n,,,t,r,,d,w
p,6.56,x,y,y,f,a,c,y,8.9,10.1,,y,y,,,t,,,d,a
e,7.91,x,l,w,f,d,,w,3.35,8.92,,,w,,,f,f,,g,u
e,5.47,x,h,n,f,x,c,n,5.95,5.38,,s,n,,,t,r,,d,w
p,4.41,x,t,o,f,a,c,n,4.34,5.25,,y,n,,,t,z,,d,a
p,2.91,c,,w,f,a,c,w,3.24,3.5,,i,u,,,f,f,,p,u
e,7.99,x,d,e,t,p,,r,6.47,13.06,,,y,,,f,f,,d,u
p,4.73,f,k,w,f,s,,p,4.55,3.39,,,n,,,f,f,p,g,a
p,4.5,x,s,y,f,,c,y,6.88,6.09,,,y,u,w,t,z,k,d,a
e,15.36,x,y,n,t,e,,w,10.19,17.73,,,w,,,t,,,g,u
e,8.67,x,s,n,f,e,c,p,4.4,8.41,,i,n,,,f,f,p,d,a
e,5.03,x,s,n,f,x,c,w,6.52,9.72,,s,n,,,f,f,,l,a
p,3.92,b,y,n,f,,c,w,7.32,4.63,s,s,w,,,f,f,,d,a
e,6.64,f,s,w,f,s,c,w,6.19,24.73,,,w,,,f,f,,d,u
e,5.9,x,s,b,f,x,c,w,6.33,9.24,,s,n,,,f,f,,l,w
p,9.31,s,,r,t,d,,o,5.98,13.04,,,w,,,t,f,,d,a
p,5.31,f,k,n,f,p,,n,3.31,6.47,,k,n,,,t,f,,d,u
p,12.99,f,t,n,t,d,c,w,5.06,25.0,,,g,,,f,f,,l,u
p,4.69,c,i,y,f,,c,r,6.14,6.5,,,w,,,f,f,,d,u
p,6.47,b,y,n,f,,,k,12.81,17.12,,,w,,,f,f,,d,a
e,1.67,c,g,n,f,a,,g,5.03,1.31,,,g,,,f,f,,l,a
p,6.41,x,i,y,f,a,c,n,8.06,7.83,,i,n,,k,t,z,k,g,a
e,10.1,p,i,n,t,e,,p,8.88,16.38,,y,w,,,t,l,,d,a
p,3.62,x,i,e,f,,,e,4.29,4.79,,,e,,,f,f,n,d,a
p,12.08,x,h,n,t,p,,y,9.25,32.24,c,,y,,,f,f,,d,u
e,1.36,x,g,y,f,a,,w,5.29,1.94,,t,y,,,f,f,,d,a
p,2.91,o,s,g,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,u
p,3.65,f,d,b,f,x,c,w,4.78,3.08,b,s,n,,,f,f,,l,a
e,6.23,c,t,n,f,e,,w,12.44,12.83,,s,w,u,w,f,f,,d,a
p,10.21,x,e,n,f,a,,n,10.71,15.6,s,,n,,e,f,f,,h,a
p,4.37,b,h,n,f,,,n,12.89,6.53,,,w,,,t,,k,g,u
p,1.37,x,,n,f,,,k,4.92,2.51,,s,n,,,f,f,k,g,a
e,0.88,p,g,g,f,,,g,2.73,1.29,,,w,,,f,f,,d,a
p,6.31,x,e,e,f,a,,w,8.22,10.21,,,n,,w,t,z,,d,a
p,4.79,x,s,o,f,a,c,y,5.81,6.81,,g,o,,,f,f,,g,u
e,5.21,f,t,o,f,a,d,y,6.92,5.65,,s,n,,,f,f,,d,s
e,9.91,s,t,p,t,d,c,o,5.13,17.36,,,w,,,f,f,,d,a
p,3.54,f,y,e,f,e,c,n,5.0,3.58,,k,w,,,t,e,,m,a
p,3.06,s,w,n,t,d,c,n,3.18,5.4,,,n,,,f,f,,d,u
e,1.46,c,g,n,f,a,,g,4.65,1.39,,,g,,,f,f,,d,u
e,9.06,o,,n,f,,,w,4.98,24.14,,,n,,,f,f,,d,a
e,2.97,f,s,w,f,d,d,w,3.63,5.63,,,w,,,f,f,,m,a
e,1.98,b,y,n,f,,c,n,5.59,2.66,,,w,,,f,f,,d,a
p,2.49,x,g,e,f,a,,w,8.04,2.78,,,n,,,f,f,,d,a
p,1.49,x,g,y,f,d,d,n,1.98,2.58,,s,n,,,f,f,,h,a
e,8.43,x,t,n,t,p,,y,7.44,17.4,,,n,,w,t,p,,d,a
e,8.75,f,e,b,f,,c,b,4.42,18.77,,,w,,,t,f,,d,a
p,18.95,x,d,o,f,p,,y,4.69,38.35,,,n,,,f,f,,d,w
p,0.91,x,g,w,f,a,d,w,2.75,1.36,,,e,,,f,f,,l,u
p,1.47,x,g,y,f,d,d,n,2.02,2.6,,s,n,,,f,f,,h,a
p,7.72,o,k,y,f,,c,o,1.54,12.52,,,y,,,f,f,,d,w
p,9.71,x,t,n,f,a,d,w,10.7,27.28,,,w,,,f,f,,d,a
p,3.78,x,s,y,f,,c,r,9.25,7.92,,,y,u,w,t,z,r,d,u
p,5.53,s,k,y,f,p,,n,4.41,5.35,,k,n,,,t,f,,d,u
p,4.25,x,,y,f,s,d,y,4.75,11.8,,i,y,,,f,f,,d,a
e,16.4,x,w,n,f,p,,y,15.42,68.03,,,n,,,f,f,,d,u
p,1.33,s,s,y,f,f,f,f,3.4,5.48,,,y,,,f,f,,d,u
p,9.41,x,i,n,f,a,c,k,8.95,8.69,,i,n,,k,t,z,k,d,u
e,6.39,f,y,w,f,e,c,n,5.5,12.8,,,w,,w,t,e,,g,a
e,13.87,x,e,n,t,e,,w,9.93,17.72,,,w,,,t,,,d,u
p,17.48,x,k,w,t,d,d,w,6.87,30.97,,,w,,,f,f,,d,w
e,1.08,x,g,n,t,a,,p,5.42,1.05,,,n,,,f,f,,h,u
e,8.97,x,t,n,t,p,,y,7.23,17.72,,,n,,w,t,p,,d,a
p,5.52,x,,n,f,d,c,w,4.67,8.93,b,,n,,,f,f,,l,a
e,8.43,x,h,n,t,p,,y,8.17,18.69,,,n,,w,t,p,,d,a
e,7.14,x,e,l,f,x,c,w,6.51,16.73,,,w,,,f,f,,d,u
e,4.02,x,t,n,f,d,,o,6.51,7.66,,t,o,,,f,f,,d,a
e,4.3,x,t,n,f,d,,o,5.8,7.22,,t,o,,,f,f,,d,w
p,0.66,x,g,y,f,,,y,3.34,0.69,,,y,,,f,f,,d,a
p,6.87,f,t,y,f,x,c,y,7.02,18.69,,,y,,,f,f,,d,a
e,16.11,p,y,w,f,,,w,21.6,18.93,s,,n,,,t,m,,m,a
p,10.23,x,t,n,f,a,d,w,11.33,32.6,,,w,,,f,f,,d,a
p,9.93,x,i,y,f,a,,o,12.68,24.19,r,,y,,,t,r,n,d,a
p,3.78,b,t,n,f,x,c,p,5.81,4.82,,i,n,,,f,f,,g,a
p,6.69,p,s,g,f,,,k,7.94,12.34,,s,w,,,t,z,,g,w
p,2.78,f,t,y,f,a,,y,5.03,6.15,,t,r,,,f,f,,d,u
e,6.05,s,l,w,f,d,,p,3.26,7.62,,,w,,,f,f,,d,u
p,2.92,b,s,y,f,,c,y,5.15,6.13,,,y,u,w,t,z,k,d,w
p,3.01,b,y,n,f,,c,w,6.7,4.64,s,s,w,,,f,f,,d,a
e,7.74,f,t,n,f,s,,n,8.93,11.78,,t,n,,,f,f,,d,a
p,7.81,x,s,n,f,s,,n,5.32,6.69,,y,n,,,f,f,,d,a
e,13.24,x,,n,t,,,w,13.46,22.07,b,,w,u,w,t,g,,d,u
p,5.91,o,e,n,f,,c,y,1.19,9.83,,,y,,,f,f,,d,a
e,4.61,f,t,n,f,a,d,w,6.45,4.96,,s,o,,,f,f,,d,w
p,4.77,x,h,o,f,a,c,y,6.17,7.78,,g,o,,,f,f,,g,u
p,2.89,c,,w,f,a,c,n,3.81,3.6,,i,w,,,f,f,,p,u
p,6.49,x,s,r,t,s,d,w,6.75,18.25,r,i,n,,,f,f,,d,a
e,6.12,x,t,g,f,a,d,n,6.03,5.36,,t,g,,,t,l,,d,a
e,50.38,o,y,y,f,p,,y,6.08,36.54,,k,n,,,f,f,,d,s
p,3.58,s,w,u,f,a,c,g,6.05,6.49,,s,u,,,f,f,,l,a
p,18.82,f,d,e,f,p,,y,5.77,42.83,,,n,,,f,f,,d,w
p,3.57,s,w,u,f,a,c,u,5.65,5.55,,s,u,,,f,f,,d,a
e,6.89,x,i,n,f,e,c,n,4.59,12.08,,,w,,,t,r,,w,u
e,3.92,x,t,n,f,d,,o,5.75,7.95,,t,w,,,f,f,,d,a
p,4.86,f,,y,f,s,d,y,4.41,12.05,,i,y,,,f,f,,d,a
e,8.66,x,t,n,f,p,d,y,8.12,12.48,,s,n,,,f,f,,g,a
p,0.8,b,t,y,f,,c,k,2.82,2.47,,,n,,,t,f,,m,u
e,25.6,s,t,k,f,a,d,y,9.11,26.19,,,w,,,f,f,w,d,a
p,4.21,c,i,y,f,,c,r,6.29,6.8,,,w,,,f,f,,d,a
p,10.2,x,e,y,t,p,,e,7.78,21.87,,,e,,,f,f,,d,u
p,10.09,x,e,y,t,p,,o,8.76,27.11,,,e,,,f,f,,d,u
p,4.72,x,s,g,t,s,d,r,4.23,14.11,r,y,n,,,f,f,,d,u
e,3.54,s,,y,f,f,f,f,5.54,6.3,,,o,,,f,f,,d,a
p,4.86,x,,e,f,,c,r,4.15,12.62,,,y,,,f,f,,d,a
p,7.39,f,,r,f,x,c,y,6.51,11.62,,,w,,,f,f,,d,a
p,4.47,c,k,y,t,x,c,r,7.7,12.7,,,w,,,f,f,,g,s
p,3.66,f,t,n,f,x,c,p,5.16,3.48,,i,n,,,f,f,,g,u
p,5.2,f,l,n,f,x,d,e,6.25,5.1,,,y,,,f,f,,l,a
p,1.49,x,,n,f,,,n,4.59,2.43,,s,n,,,f,f,k,g,u
p,3.14,x,k,w,f,s,,p,3.95,2.56,,,n,,,f,f,p,g,u
p,2.77,x,y,o,f,d,,y,2.92,5.4,,,o,,,f,f,,m,a
e,8.89,x,e,y,f,x,c,w,6.5,14.9,,,w,,,f,f,,d,a
e,11.48,x,,n,t,,,w,10.13,19.42,b,,w,u,w,t,g,,d,a
p,3.03,f,w,n,t,d,c,y,2.82,5.37,,,n,,,f,f,,d,u
